title,price,stock,model,description,FirmCode,Número de Cuerdas,Guitarra Serie,Forma de Cuerpo,Material Cuerpo,Origen,Acabado de Cuerpo,Material Mastil,Frets Size,Material Diapason,Escala,Numero de Trastes,Radio Diapason,Forma de Mastil,Pastilla Mastil,Pastilla Puente,Código de barras,Estuche ó Funda,Ajuste de pastillas,Acabado Mastil,Pastilla Media,scale,radius
"Gretsch G5222LH Electromatic Double Jet BT with V-Stoptail, Natural guitarra electrica zurda",15930.0,Disponible,2519320521,La guitarra G5222LH Electromatic® Double Jet™ BT con V-Stoptail ofrece potencia Broad'Tron™ con la clásica claridad Jet. En el corazón de cada Electromatic Jet BT hay un cuerpo de caoba con cámara y tapa de arce que produce un rango medio rico y presente que acentúa los graves grandes y los agudos,Gretsch,,,,,,,,,,,,,,,,11.0,,,,,,
"Gretsch G5426 Electromatic Jet Club Solid Body, Silver, Guitarra Eléctrica",10854.0,Disponible,2519010547,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Chambered Basswood,China,Gloss Polyester,Maple,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)",,Gretsch Dual-Coil Humbucking,Gretsch Dual-Coil Humbucking,885978095568.0,NO INCLUYE,HH,Gloss Polyester,,625.0,305.0
"Gretsch G5421 Electromatic Jet Club Solid Body, Firebird Red, Guitarra Eléctrica",9648.0,Disponible,2519010516,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Chambered Basswood,China,Gloss Polyester,Maple,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Gretsch Dual-Coil Humbucking,Gretsch Dual-Coil Humbucking,885978495160.0,NO INCLUYE,HH,Gloss Polyester,,625.0,305.0
"Gretsch G5220 Electromatic Jet BT Single-Cut con V-Stoptail, Firestick Red, Guitarra Eléctrica",12195.0,Disponible,2517110595,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Chambered Mahogany,China,Gloss,Mahogany,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978414864.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5220 Electromatic Jet BT Single-Cut conV-Stoptail, Dark Cherry Metallic,Guitarra Eléctrica",12195.0,Disponible,2517110539,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978906703.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss Urethane,,625.0,305.0
"Gretsch G5422G-12 Electromatic Classic Hollow Body 12-Strg Walnut Sta, Guitarra Eléctrica",19539.0,Disponible,2516319517,"Obtén el estilo y el sonido clásico de Gretsch inspirado en los años 50 y 60 con las nuevas guitarras Electromatic® Classic Hollow Body. Diseñadas con el sonido, el estilo y la capacidad de ejecución esenciales de Gretsch de cuerpo hueco, estas guitarras sensatas son su siguiente paso Gretsch. Como",Gretsch,12.0,Electromatic Collection,Electromatic Hollow Body,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.72"" (628 mm)",22.0,"12"" (305 mm)","Classic ""C""",FT-5E Filter’Tron,FT-5E Filter’Tron,885978877089.0,,Filter'Tron™ / Filter'Tron™,Gloss,,628.0,305.0
"Gretsch G5260 Electromatic Jet Baritone with V-Stoptail, London Grey, Guitarra Eléctrica",13212.0,Disponible,2516002569,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Maple,Medium Jumbo,Laurel,"29.75"" (756 mm)",22.0,"12"" (305 mm)","Thin ""U""",Gretsch Mini Humbucking,Gretsch Mini Humbucking,885978416288.0,NO INCLUYE,Gretsch Mini Humbucker / Gretsch Mini Humbucker,Gloss,,756.0,305.0
"Gretsch G5260 Electromatic Jet Baritone with V-Stoptail, Jade Grey Metallic, Guitarra Eléctrica",12478.0,Disponible,2516002519,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Maple,Medium Jumbo,Laurel,"29.75"" (756 mm)",22.0,"12"" (305 mm)","Thin ""U""",Gretsch Mini Humbucking,Gretsch Mini Humbucking,885978416363.0,NO INCLUYE,Gretsch Mini Humbucker / Gretsch Mini Humbucker,Gloss,,756.0,305.0
"Gretsch G5700 Electromatic Lap Steel, Tobacco, Guitarra Eléctrica",11419.0,Disponible,2515902552,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss Urethane,,Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,Black Top Filter'Tron,Single-Coil,717669259204.0,NO INCLUYE,S,Plastic,,572.0,
"Gretsch G5715 Electromatic, Black Sparkle, Lap Steel, Outlet",9015.0,Disponible,2515902518-o,"PRODUCTO OUTLET PRESENTA: GOLPE NE LA PARTE FRONTAL DEL HEAD FOTOS REALES DEL PRODUCTO CON SUS DETALLES SERIE: CYG21101521  La Gretsch® G5700 Electromatic® Lap Steel produce los tonos inconfundiblemente ricos de una guitarra eléctrica hawaiana. Elegante y suave, cuenta con un cuerpo de losa de caoba",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss,,Medium Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,,Single-Coil,717669277093.0,,S,Gloss,,572.0,
"Gretsch G5715 Electromatic, Black Sparkle, Lap Steel",10818.0,Disponible,2515902518,"El Gretsch® Electromatic Lap Steel produce los tonos inconfundiblemente ricos de una guitarra eléctrica hawaiana. Elegante y suave, cuenta con un cuerpo de losa de caoba maciza, pastilla de bobina simple cubierta de cromo, puente de cuerdas a través del cuerpo cromado, placa de control de",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss,,Medium Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,,Single-Coil,717669277093.0,,S,Gloss,,572.0,
"Gretsch G5222 Electromatic Double Jet BT con V-Stoptail, London Grey, Guitarra Eléctrica",12195.0,Disponible,2509310540,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978414918.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5222 Electromatic Double Jet BT con V-Stoptail, Jade Grey Metallic, Guitarra Eléctrica",12195.0,Disponible,2509310519,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978415731.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5222 Electromatic Double Jet BT with V-Stoptail,Black guitarra electrica",12294.0,Disponible,2509310506,La nueva G5222 Electromatic® Double Jet™ BT V-Stoptail ofrece potencia Broad'Tron™ con la clásica claridad Jet. Cuerpos de caoba con cámaras: En el corazón de cada Electromatic Jet BT hay un cuerpo de caoba con cámara y tapa de arce que produce un rango medio rico y presente que acentúa los graves,Gretsch,,,,,,,,,,,,,,,,11.0,,,,,,
"Gretsch G5230T Nick 13 Signature Electromatic Tiger Jet con Bigsby, Negro, Guitarra Eléctrica",14229.0,Disponible,2508310506,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978599332.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss,,625.0,305.0
"Gretsch G5622T Electromatic Center Block Double-Cut, Single Barrel Burst, Guitarra Eléctrica",16137.0,Disponible,2508300593,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Center Block,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978749065.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5622 Electromatic Center Block Double-Cut, Aged Walnut, Guitarra Eléctrica",14211.0,Disponible,2508300592,"Vivas y ruidosas, las guitarras Electromatic® Center Block están diseñadas para ese sonido Gretsch puro y potente a alto volumen. El  G5622 Electromatic® Center Block Double-Cut con V-Stoptail  cuenta con un cuerpo de arce de doble corte con un bloque central de pícea con cámara para una resonancia",Gretsch,6.0,Electromatic Collection,Center Block,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978749256.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5622 Electromatic Center Block Double-Cut, Black Gold, Guitarra Eléctrica",14211.0,Disponible,2508300565,"Vivas y ruidosas, las guitarras Electromatic® Center Block están diseñadas para ese sonido Gretsch puro y potente a alto volumen. El  G5622 Electromatic® Center Block Double-Cut con V-Stoptail  cuenta con un cuerpo de arce de doble corte con un bloque central de pícea con cámara para una resonancia",Gretsch,6.0,Electromatic Collection,Center Block,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978749218.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5232T Electromatic Double Jet FT with Bigsby,Firestick Red guitarra electrica",15930.0,Disponible,2508210595,Potencia Pure Jet™ El nuevo G5232T Electromatic® Double Jet FT con Bigsby® captura la potencia y la fidelidad esenciales de Jet a un excelente precio. Cuerpos de caoba con cámara: alto y claro El tono Jet clásico comienza con un cuerpo de caoba con cámara y una tapa de arce arqueada que produce,Gretsch,,,,,,,,,,,,,,,,11.0,,,,,,
"Gretsch G5232T Electromatic Double Jet FT con Bigsby, Tahiti Red, Guitarra Eléctrica",14229.0,Disponible,2508210540,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978271542.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss,,625.0,305.0
"Gretsch G5230T Electromatic Jet FT Single-Cut con Bigsby, Firebird Red, Guitarra Eléctrica",14229.0,Disponible,2507210516,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978906772.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss Urethane,,625.0,305.0
"Gretsch G5230T Electromatic Jet FT Single-Cut con Bigsby, Aleutian Blue, Guitarra Eléctrica",14229.0,Disponible,2507210502,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Chambered Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978066476.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss Urethane,,625.0,305.0
"Gretsch G5410T Lim ED Electromatic, Two-Tone Fiesta Red/Vintage White, Guitarra Eléctrica",18711.0,Disponible,2506831540,"Con elegantes acabados en dos tonos, clavijero con incrustaciones ""Caddy V"" a juego, herrajes cromados y más, el nuevo  G5410T  Limited Edition Electromatic  ®  Tri-Five Hollow Body  Single-Cut con Bigsby  ®  es una máquina de tonos Gretsch pura y potente que captura el estilo elegante de la vieja",Gretsch,6.0,Electromatic Collection,Electromatic Hollow Body,Laminated Maple,Corea,Gloss,Maple,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",Black Top Filter'Tron,Black Top Filter’Tron with Tortoise Insert,885978743902.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss,,625.0,305.0
"Gretsch G5410T Electromatic ""Rat Rod"" Hollow Body Single-Cut con Bigsby, White Guitarra Eléctrica",18495.0,Disponible,2506811505,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Electromatic Hollow Body,Laminated Maple,Corea,Satin,Maple,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978406036.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Satin,,625.0,305.0
"Gretsch G5420T Electromatic Classic Hollow Body Sgle-Cut Airle Silver, Guitarra Eléctrica",17379.0,Disponible,2506115547,"Obtén el estilo y el sonido clásico de Gretsch inspirado en los años 50 y 60 con las nuevas guitarras Electromatic® Classic Hollow Body. Diseñadas con el sonido, el estilo y la capacidad de ejecución esenciales de Gretsch de cuerpo hueco, estas guitarras sensatas son su siguiente paso Gretsch. El",Gretsch,6.0,Electromatic Collection,Electromatic Hollow Body,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Classic ""C""",FT-5E Filter’Tron,FT-5E Filter’Tron,885978876617.0,,Filter'Tron™ / Filter'Tron™,Gloss,,625.0,305.0
"Gretsch G5420T Electromatic Hollow Body Single-Cut con Bigsby, Fairlane Blue, Guitarra Eléctrica",18405.0,Disponible,2506011570,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Electromatic Hollow Body,5-Ply Maple,Corea,Gloss,Maple,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978672202.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss Urethane,,625.0,305.0
"Gretsch G5260T Electromatic Jet Baritone con Bigsby, Airline Silver, Guitarra Eléctrica",14390.5,Disponible,2506001547,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Maple,Medium Jumbo,Laurel,"29.75"" (756 mm)",22.0,"12"" (305 mm)","Thin ""U""",Gretsch Mini Humbucking,Gretsch Mini Humbucking,885978416134.0,NO INCLUYE,Gretsch Mini Humbucker / Gretsch Mini Humbucker,Gloss,,756.0,305.0
"Gretsch G6659TG Players Edition Broadkaster Jr. Center Block, Cadillac Green, Guitarra Eléctrica",69390.0,Disponible,2401800846,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Broadkaster,Laminated Maple,Japón,Gloss,Maple,Medium Jumbo,Ebony,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",Full'Tron,Full'Tron,885978758982.0,,Full'Tron / Full'Tron,Gloss Urethane,,625.0,305.0
